expiry,T,F,a,b,rho,m,sigma,rmse
2026-01-29,0.00012211396175799088,691.9599998251324,9.99210880479774e-08,0.0033458386454565574,-0.910482360224043,-0.01153612281728477,0.00867645717443679,2.619738919506419e-06
2026-01-30,0.002861839989155251,692.2000204918066,2.043919083081238e-07,0.003469621887957196,-0.9272568014567176,-0.004507090646085616,0.024149399870519304,4.374655134297269e-06
2026-02-02,0.011081018071347032,692.2801110978015,5.14308747730031e-05,0.005344304327394252,-0.0813401751518442,0.014767177840955907,0.006380313943947364,2.1121868439916567e-06
2026-02-03,0.013820744098744293,692.3851905376845,8.457901420033175e-05,0.00503389570614183,-0.41957982165813823,0.015150409682300402,0.005135298898745075,2.49422998270477e-06
2026-02-04,0.016560470126141553,692.450266866993,0.00012488533257729985,0.004732772665457481,-0.7763886864620305,0.016468537274282526,0.005295202548994457,3.1700222081446925e-06
2026-02-05,0.019300196153538812,692.5697027917736,0.00016436624667532366,0.004995486527869348,-0.9703428309058432,0.017063655573049053,0.005403350449722394,4.5781042239566085e-06
2026-02-06,0.02203992218093607,692.7598105594661,0.000167418453913005,0.007661158227010657,-0.4858126759907294,0.021567643328192436,0.007197821672778866,4.514203765482029e-06
2026-02-13,0.041218004372716895,693.2854208528287,0.00011071199745563381,0.015439873327948722,-0.24080292679963866,0.029183131639193106,0.019550653094676296,3.755252843882103e-06
2026-02-20,0.060396086564497714,693.6993506549996,1.9459907350139796e-11,0.020694251803575023,-0.2390906918730888,0.033393712362211926,0.029095112406498456,1.1071625150532552e-05
2026-02-27,0.07957416875627854,694.2206276066564,1.9281716078680126e-09,0.02558068938794967,-0.21413626042124437,0.03865619917557994,0.034035770872575276,8.439228625820292e-06
2026-03-06,0.09875225094805937,694.7089729645755,2.7578462190650965e-09,0.028836782128326688,-0.2519643341999107,0.04136874070229234,0.03922285356020687,8.372691545265595e-06
2026-03-20,0.13710841533162102,695.025123010261,1.1535316533629556e-19,0.0343828365579651,-0.4278715661203162,0.03998148389814632,0.053794405159814554,4.481268754950403e-05
2026-03-31,0.16724540163299087,694.9044295075036,7.074332865902179e-13,0.037971070445568904,-0.5316381866600205,0.03606560087050383,0.062141597345058,7.277265078781951e-05
2026-04-17,0.2138207440987443,695.9445773785214,8.56536425311922e-18,0.04420558074665726,-0.5310970539149442,0.04181318298793262,0.07258787235908308,5.566959478642177e-05
2026-04-30,0.24943718245490867,696.7225332945287,2.830247579026748e-18,0.04798064285204864,-0.5492267531791789,0.04477551522532501,0.08183530612052362,6.565482218185979e-05
2026-05-15,0.29053307286586755,697.873693041258,7.772131259983414e-16,0.05226536974181457,-0.5719418205561315,0.04953164760172413,0.09067616771217935,7.87064156118858e-05
2026-05-29,0.3288892372494292,698.7453126647306,1.538512581030735e-13,0.05662591218912754,-0.5723863772270963,0.05106621463615855,0.09774109129657475,9.414295984020988e-05
2026-06-18,0.3836837577973744,699.8276484600955,1.0726372039608378e-13,0.0632802016667264,-0.5567939461658882,0.0580755919174728,0.10381031721043199,0.00016075159485772186
2026-06-30,0.4165604701261415,699.7817690819577,6.405191473734282e-18,0.0665104469491655,-0.5469204517099238,0.061464818989576474,0.10590093662507763,0.00012663496818241034
2026-09-18,0.6357385523179223,704.5038268445168,3.983831519359478e-12,0.08754429870283327,-0.47447471671367364,0.09439798341311051,0.12667206635285574,0.0002902450921108408
2026-09-30,0.6686152646466895,704.5186044838181,0.00440873482590017,0.07657709575998586,-0.6253182978563193,0.08746583422083719,0.09943046982192202,0.0005183152184718578
2026-12-18,0.8850536208110731,239.10710488856552,4.40199948964158e-28,0.4651514865570061,-4.944436005825768e-15,-0.0719870137313497,0.0010000000000000868,0.1340575495182948
2026-12-31,0.9206700591672374,708.8579008087092,0.011859148783550868,0.07449182325500613,-0.7978307451256416,0.10516508088514617,0.07627185117490758,0.00013263380105504814
2027-01-15,0.9617659495781963,709.5963086227591,6.891343845384551e-16,0.11957817090160289,-0.28757583903673206,0.14601152311843274,0.13973820192445166,0.000605012108849534
2027-03-19,1.1343686893042237,713.1824465391334,0.01231806546439216,0.09416779465060826,-0.585853692852867,0.13789156654996187,0.09544987874427063,0.0005408270465947377
2027-06-17,1.3809440317699773,717.5197997844808,3.981616032832787e-13,0.14795569374926662,-0.1841905062180909,0.21100640202246035,0.15959671010243626,0.0011299725964782907
2027-12-17,1.882313894783676,726.8036088792476,0.021127448222317963,0.13453982442680867,-0.3957193394039559,0.21719588859453606,0.10366171508209546,0.0015065019435225807
2028-01-21,1.97820430574258,727.6908345557649,0.03587279663392172,0.09165608209615797,-0.9823382223277353,0.1785798132942415,0.05468895454624772,0.0015944042111824606
2028-06-16,2.3809440317699773,734.9945479942613,0.0485209388977175,0.09519415192209923,-0.9989999999999972,0.20132384491635896,0.022366565978887566,0.0022340276726984624
2028-12-15,2.8795741687562786,744.4055328331433,0.058564586526278745,0.10471349545292456,-0.9989999956971495,0.24803912173140075,0.0010000000000000002,0.0029192782391500595
