expiry,T,F,a,b,rho,m,sigma,rmse
2026-01-29,0.002405118637810756,695.8999913845015,8.638989683434197e-08,0.0023757282605620217,-0.8792769475216425,0.008074509470330352,0.019874913448959662,1.8032895552113437e-06
2026-01-30,0.005144844665208016,696.1050193520217,3.367937755509909e-07,0.005982683258312101,-0.9650900988259943,-0.009010645426989362,0.02645058242751075,4.385228572082663e-06
2026-02-02,0.013364022747399798,696.1950933682488,1.878331372060179e-05,0.003969002609565563,-0.9271120681658845,0.014637923913089726,0.0216637679404535,3.2659127098904216e-06
2026-02-03,0.016103748774797057,696.2651529048048,1.2535499906848794e-05,0.008097634176193743,-1.6979957948462197e-07,0.022862810261252545,0.012260225596362272,2.2933666928740163e-06
2026-02-04,0.018843474802194317,696.3359013872436,3.1124364719211425e-05,0.009093333150479799,-6.425187630549256e-08,0.024657958613260828,0.012752053874355984,1.4157047944896133e-06
2026-02-05,0.021583200829591576,696.430332563314,6.253794979505538e-09,0.010527061606950713,-0.03979390257992477,0.02629496047511556,0.01753897218378437,3.818691285742045e-06
2026-02-06,0.024322926856988836,696.6196687847336,4.198931281686226e-09,0.012309789707530482,-0.0037380486472327577,0.02779262499350051,0.018852943811647534,4.050433121325565e-06
2026-02-13,0.04350100904876966,697.1352105185199,1.17157375568169e-10,0.015896405113587947,-0.24002732991563336,0.026116849771179833,0.028405378266879423,4.697814609492821e-06
2026-02-20,0.06267909124055047,697.5740447536558,1.598551525293763e-09,0.019026060130053413,-0.38926674252829385,0.0241036724572895,0.036267381429172005,7.16446393252083e-06
2026-02-27,0.0818571734323313,698.1053083164751,4.903780712083796e-10,0.02354497076827221,-0.36261135471730094,0.028944355322670798,0.040854796830763825,9.214573484851662e-06
2026-03-06,0.10103525562411213,698.5762443543921,7.633122257208061e-08,0.025685851798456324,-0.6426265552608778,0.017158806923182116,0.05686542220044347,4.044180310563173e-05
2026-03-20,0.13939142000767377,698.9547747611283,1.3557364837548344e-18,0.03415155152763749,-0.4871267331984458,0.029584951056606044,0.058967420215766404,5.461420709025325e-05
2026-03-31,0.16952840630904364,698.8591472913977,1.6593118747049954e-15,0.038065727895249715,-0.5583739590135073,0.027644899899639915,0.06557135620267415,8.150335775983403e-05
2026-04-17,0.21610374877479704,699.9294560498467,1.0521158365245725e-19,0.044242171358244514,-0.536029123905122,0.03558295028812483,0.07481737725617404,4.818667124553505e-05
2026-04-30,0.25172018713096145,700.7376450757447,1.2127272421757025e-13,0.048222480015266946,-0.5522361430451096,0.03844585746069802,0.0834799079688718,6.293964661891214e-05
2026-05-15,0.29281607754192035,701.9149814342192,4.844389874861707e-18,0.05253032526245017,-0.5752552722743949,0.042524041841257236,0.09266250776570675,7.23641496635326e-05
2026-05-29,0.331172241925482,702.7433865132414,2.946411843245303e-15,0.0567060316483766,-0.5828401889777999,0.04363708404403185,0.10019305324794908,7.784156308059756e-05
2026-06-18,0.3859667624734272,703.7731520925724,1.4218476482580533e-13,0.06319732486584888,-0.5913555222838411,0.04765388052800117,0.10876321526142198,0.00018504975434003036
2026-06-30,0.4188434748021943,703.8173853284736,4.363794630245948e-18,0.06725975110455472,-0.5541890088560323,0.05398379632018431,0.10713078642873204,0.0004204990197416116
2026-09-18,0.6380215569939751,708.5778367639844,2.1185749848708145e-20,0.08600348782538177,-0.5406829867546118,0.0810607476473965,0.1350749491977104,0.00032151278890154547
2026-09-30,0.6708982693227422,708.6120069130639,0.008872450846862636,0.0610834003914436,-0.986807398172271,0.06100110340150494,0.07198624825662618,0.0012294895486506462
2026-12-18,0.8873366254871258,239.14313534098667,1.9191922533297236e-33,0.4231517576377764,-2.4661968045735017e-13,-0.04836000413009021,0.0010000000000000002,0.08032954846391079
2026-12-31,0.9229530638432902,712.9636200707024,0.005836486585846396,0.09734861058221285,-0.4464405271983963,0.12304696778742315,0.109969668177815,0.00013344540258152703
2027-01-15,0.9640489542542491,204.35815654935547,1.0691166004412611e-08,0.036091833356841636,-0.9989998842051325,-0.0311412256925813,0.026895397122364238,6.9745811857841e-05
2027-03-19,1.1366516939802767,717.4217374078456,5.515307288396062e-05,0.13533623294802097,-0.1818180430224454,0.17483860914898494,0.1448004469927144,0.00053838361965131
2027-06-17,1.38322703644603,722.2231052242392,3.303614545414807e-13,0.1465214837567368,-0.21763008230236233,0.1993551983460995,0.16368474146100168,0.0009885611501521023
2027-12-17,1.8845968994597286,731.2527066579753,0.033976096122394696,0.08772633153481073,-0.9989999999970085,0.17085491176413298,0.05447496664059902,0.0014495601311707727
2028-01-21,1.9804873104186327,732.1866349139466,1.921321635437702e-13,0.18978995932403236,-0.04522831120036486,0.3001741356515897,0.1688046249904171,0.001727831767497151
2028-06-16,2.38322703644603,740.0981792823504,0.04858711219226046,0.0951042953785957,-0.9989999999999999,0.19526371645318472,0.0229738436983605,0.002094379443276723
2028-12-15,2.8818571734323313,749.4829735450841,0.05749223790116512,0.11273716860508143,-0.8239449112331889,0.2514244254612534,0.0010000000000006902,0.0028080870863767637
